Date,hour,screening_hall,screening_mode,free,sold
02.05.2019, 15:00 ,Αίθουσα 2,2d,256,26
02.05.2019, 16:00 ,Αίθουσα 3,2d,272,11
02.05.2019, 17:00 ,Αίθουσα 7,2d,225,16
02.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,224,85
02.05.2019, 19:00 ,Αίθουσα 2,2d,235,47
02.05.2019, 20:00 ,Αίθουσα 3,2d,228,55
02.05.2019, 20:45 ,Αίθουσα 7,2d,214,27
02.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,213,96
02.05.2019, 22:00 ,Αίθουσα 6,2d,168,30
02.05.2019, 22:30 ,Αίθουσα 2,2d,276,6
02.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
02.05.2019, 23:30 ,Αίθουσα 3,2d,277,6
03.05.2019, 12:00 ,Αίθουσα 3,2d,281,2
03.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
03.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,301,8
03.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
03.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
03.05.2019, 17:00 ,Αίθουσα 7,2d,238,3
03.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,286,23
03.05.2019, 19:00 ,Αίθουσα 2,2d,250,32
03.05.2019, 20:00 ,Αίθουσα 3,2d,275,8
03.05.2019, 20:45 ,Αίθουσα 7,2d,228,13
03.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,253,56
03.05.2019, 22:00 ,Αίθουσα 6,2d,194,4
03.05.2019, 22:30 ,Αίθουσα 2,2d,277,5
03.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
03.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
04.05.2019, 12:00 ,Αίθουσα 3,2d,281,2
04.05.2019, 12:55 ,Αίθουσα 7,2d,241,0
04.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,307,2
04.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
04.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,292,17
04.05.2019, 19:00 ,Αίθουσα 2,2d,277,5
04.05.2019, 20:00 ,Αίθουσα 3,2d,272,11
04.05.2019, 20:45 ,Αίθουσα 7,2d,235,6
04.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,269,40
04.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
04.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
04.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
04.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
05.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 15:00 ,Αίθουσα 2,2d,278,4
05.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 17:00 ,Αίθουσα 7,2d,235,6
05.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,296,13
05.05.2019, 19:00 ,Αίθουσα 2,2d,275,7
05.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
05.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
05.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,296,13
05.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
05.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
05.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
06.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
06.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
06.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
06.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
06.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
06.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,307,2
06.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
06.05.2019, 22:30 ,Αίθουσα 2,2d,280,2
06.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 17:00 ,Αίθουσα 7,2d,239,2
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,305,4
07.05.2019, 19:00 ,Αίθουσα 2,2d,257,25
07.05.2019, 20:00 ,Αίθουσα 3,2d,246,37
07.05.2019, 20:45 ,Αίθουσα 7,2d,231,10
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,286,23
07.05.2019, 22:00 ,Αίθουσα 6,2d,192,6
07.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
07.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
08.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
08.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
08.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,307,2
08.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
