Date,hour,screening_hall,screening_mode,free,sold
08.05.2019, 17:00 ,Αίθουσα 7,2d,238,3
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,298,11
08.05.2019, 19:00 ,Αίθουσα 2,2d,277,5
08.05.2019, 20:00 ,Αίθουσα 3,2d,273,10
08.05.2019, 20:45 ,Αίθουσα 7,2d,231,10
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,282,27
08.05.2019, 22:00 ,Αίθουσα 6,2d,194,4
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
09.05.2019, 17:00 ,Αίθουσα 3,2d,283,0
09.05.2019, 17:50 ,Αίθουσα 1,IMAX 3D,309,0
09.05.2019, 19:00 ,Αίθουσα 2,2d,280,2
09.05.2019, 19:50 ,Αίθουσα 7,2d,241,0
09.05.2019, 20:45 ,Αίθουσα 3,2d,281,2
09.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,307,2
09.05.2019, 22:00 ,Αίθουσα 4,2d,185,0
09.05.2019, 22:45 ,Αίθουσα 2,2d,282,0
10.05.2019, 17:00 ,Αίθουσα 3,2d,283,0
10.05.2019, 17:50 ,Αίθουσα 1,IMAX 3D,309,0
10.05.2019, 19:00 ,Αίθουσα 2,2d,280,2
10.05.2019, 19:50 ,Αίθουσα 7,2d,241,0
10.05.2019, 20:45 ,Αίθουσα 3,2d,281,2
10.05.2019, 21:20 ,Αίθουσα 1,IMAX 3D,309,0
10.05.2019, 22:00 ,Αίθουσα 4,2d,185,0
10.05.2019, 22:45 ,Αίθουσα 2,2d,282,0
11.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
11.05.2019, 16:00 ,Αίθουσα 7,2d,241,0
11.05.2019, 17:00 ,Αίθουσα 3,2d,283,0
11.05.2019, 17:50 ,Αίθουσα 1,IMAX 3D,309,0
11.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
11.05.2019, 19:50 ,Αίθουσα 7,2d,241,0
11.05.2019, 20:45 ,Αίθουσα 3,2d,283,0
11.05.2019, 21:20 ,Αίθουσα 1,IMAX 3D,309,0
11.05.2019, 22:00 ,Αίθουσα 4,2d,185,0
11.05.2019, 22:45 ,Αίθουσα 2,2d,282,0
12.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
12.05.2019, 16:00 ,Αίθουσα 7,2d,241,0
12.05.2019, 17:00 ,Αίθουσα 3,2d,283,0
12.05.2019, 17:50 ,Αίθουσα 1,IMAX 3D,305,4
12.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
12.05.2019, 19:50 ,Αίθουσα 7,2d,241,0
12.05.2019, 20:45 ,Αίθουσα 3,2d,283,0
12.05.2019, 21:20 ,Αίθουσα 1,IMAX 3D,309,0
12.05.2019, 22:00 ,Αίθουσα 4,2d,185,0
12.05.2019, 22:45 ,Αίθουσα 2,2d,282,0
13.05.2019, 17:00 ,Αίθουσα 3,2d,283,0
13.05.2019, 17:50 ,Αίθουσα 1,IMAX 3D,309,0
13.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
13.05.2019, 19:50 ,Αίθουσα 7,2d,241,0
13.05.2019, 20:45 ,Αίθουσα 3,2d,283,0
13.05.2019, 21:20 ,Αίθουσα 1,IMAX 3D,309,0
13.05.2019, 22:00 ,Αίθουσα 4,2d,185,0
13.05.2019, 22:45 ,Αίθουσα 2,2d,282,0
14.05.2019, 17:00 ,Αίθουσα 3,2d,283,0
14.05.2019, 17:50 ,Αίθουσα 1,IMAX 3D,309,0
14.05.2019, 19:00 ,Αίθουσα 2,2d,280,2
14.05.2019, 19:50 ,Αίθουσα 7,2d,241,0
14.05.2019, 20:45 ,Αίθουσα 3,2d,281,2
14.05.2019, 21:20 ,Αίθουσα 1,IMAX 3D,309,0
14.05.2019, 22:00 ,Αίθουσα 4,2d,185,0
14.05.2019, 22:45 ,Αίθουσα 2,2d,282,0
15.05.2019, 17:00 ,Αίθουσα 3,2d,283,0
15.05.2019, 17:50 ,Αίθουσα 1,IMAX 3D,309,0
15.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
15.05.2019, 19:50 ,Αίθουσα 7,2d,241,0
15.05.2019, 20:45 ,Αίθουσα 3,2d,283,0
15.05.2019, 21:20 ,Αίθουσα 1,IMAX 3D,309,0
15.05.2019, 22:00 ,Αίθουσα 4,2d,185,0
15.05.2019, 22:45 ,Αίθουσα 2,2d,282,0
