Date,hour,screening_hall,screening_mode,free,sold
07.05.2019, 20:00 ,Αίθουσα 3,2d,42,241
07.05.2019, 20:45 ,Αίθουσα 7,2d,68,173
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,112,197
07.05.2019, 22:00 ,Αίθουσα 6,2d,110,88
07.05.2019, 22:30 ,Αίθουσα 2,2d,233,49
07.05.2019, 23:00 ,Αίθουσα 4,2d,172,13
07.05.2019, 23:30 ,Αίθουσα 3,2d,268,15
08.05.2019, 17:00 ,Αίθουσα 7,2d,240,1
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,298,11
08.05.2019, 19:00 ,Αίθουσα 2,2d,280,2
08.05.2019, 20:00 ,Αίθουσα 3,2d,278,5
08.05.2019, 20:45 ,Αίθουσα 7,2d,231,10
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,288,21
08.05.2019, 22:00 ,Αίθουσα 6,2d,194,4
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
