Date,hour,screening_hall,screening_mode,free,sold
30.04.2019, 20:45 ,Αίθουσα 7,2d,2,239
30.04.2019, 21:30 ,Αίθουσα 1,IMAX 3D,7,302
30.04.2019, 22:00 ,Αίθουσα 6,2d,7,191
30.04.2019, 22:30 ,Αίθουσα 2,2d,14,268
30.04.2019, 23:00 ,Αίθουσα 4,2d,62,123
30.04.2019, 23:30 ,Αίθουσα 3,2d,200,83
01.05.2019, 12:00 ,Αίθουσα 3,2d,276,7
01.05.2019, 13:00 ,Αίθουσα 7,2d,235,6
01.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,283,26
01.05.2019, 15:00 ,Αίθουσα 2,2d,276,6
01.05.2019, 16:00 ,Αίθουσα 3,2d,273,10
01.05.2019, 17:00 ,Αίθουσα 7,2d,205,36
01.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,230,79
01.05.2019, 19:00 ,Αίθουσα 2,2d,245,37
01.05.2019, 20:00 ,Αίθουσα 3,2d,247,36
01.05.2019, 20:45 ,Αίθουσα 7,2d,235,6
01.05.2019, 21:30 ,Αίθουσα 1,IMAX 3D,205,104
01.05.2019, 22:00 ,Αίθουσα 6,2d,190,8
01.05.2019, 22:30 ,Αίθουσα 2,2d,270,12
01.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
01.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
02.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
02.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
02.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
02.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
02.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
02.05.2019, 17:00 ,Αίθουσα 7,2d,239,2
02.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,276,33
02.05.2019, 19:00 ,Αίθουσα 2,2d,278,4
02.05.2019, 20:00 ,Αίθουσα 3,2d,277,6
02.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
02.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,274,35
02.05.2019, 22:00 ,Αίθουσα 6,2d,183,15
02.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
02.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
02.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
03.05.2019, 12:00 ,Αίθουσα 3,2d,281,2
03.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
03.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
03.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
03.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
03.05.2019, 17:00 ,Αίθουσα 7,2d,240,1
03.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
03.05.2019, 19:00 ,Αίθουσα 2,2d,268,14
03.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
03.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
03.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,297,12
03.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
03.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
03.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
03.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
04.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 12:55 ,Αίθουσα 7,2d,241,0
04.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
04.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
04.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
04.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
04.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,293,16
04.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
04.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
04.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
04.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
05.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
05.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
05.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
05.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,300,9
05.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
05.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
05.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
06.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
06.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
06.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
06.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
06.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
06.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
06.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
06.05.2019, 22:30 ,Αίθουσα 2,2d,280,2
06.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,307,2
07.05.2019, 19:00 ,Αίθουσα 2,2d,272,10
07.05.2019, 20:00 ,Αίθουσα 3,2d,270,13
07.05.2019, 20:45 ,Αίθουσα 7,2d,233,8
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
07.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
07.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
07.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
