Date,hour,screening_hall,screening_mode,free,sold
01.05.2019, 12:00 ,Αίθουσα 3,2d,253,30
01.05.2019, 13:00 ,Αίθουσα 7,2d,234,7
01.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,277,32
01.05.2019, 15:00 ,Αίθουσα 2,2d,272,10
01.05.2019, 16:00 ,Αίθουσα 3,2d,271,12
01.05.2019, 17:00 ,Αίθουσα 7,2d,196,45
01.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,217,92
01.05.2019, 19:00 ,Αίθουσα 2,2d,235,47
01.05.2019, 20:00 ,Αίθουσα 3,2d,226,57
01.05.2019, 20:45 ,Αίθουσα 7,2d,235,6
01.05.2019, 21:30 ,Αίθουσα 1,IMAX 3D,165,144
01.05.2019, 22:00 ,Αίθουσα 6,2d,187,11
01.05.2019, 22:30 ,Αίθουσα 2,2d,270,12
01.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
01.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
02.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
02.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
02.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,307,2
02.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
02.05.2019, 16:00 ,Αίθουσα 3,2d,281,2
02.05.2019, 17:00 ,Αίθουσα 7,2d,239,2
02.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,264,45
02.05.2019, 19:00 ,Αίθουσα 2,2d,271,11
02.05.2019, 20:00 ,Αίθουσα 3,2d,268,15
02.05.2019, 20:45 ,Αίθουσα 7,2d,239,2
02.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,260,49
02.05.2019, 22:00 ,Αίθουσα 6,2d,180,18
02.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
02.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
02.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
03.05.2019, 12:00 ,Αίθουσα 3,2d,281,2
03.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
03.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
03.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
03.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
03.05.2019, 17:00 ,Αίθουσα 7,2d,240,1
03.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,305,4
03.05.2019, 19:00 ,Αίθουσα 2,2d,270,12
03.05.2019, 20:00 ,Αίθουσα 3,2d,279,4
03.05.2019, 20:45 ,Αίθουσα 7,2d,237,4
03.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,287,22
03.05.2019, 22:00 ,Αίθουσα 6,2d,194,4
03.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
03.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
03.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
04.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 12:55 ,Αίθουσα 7,2d,241,0
04.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
04.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
04.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,303,6
04.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 20:00 ,Αίθουσα 3,2d,274,9
04.05.2019, 20:45 ,Αίθουσα 7,2d,235,6
04.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,287,22
04.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
04.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
04.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
04.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
05.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
05.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
05.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
05.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,298,11
05.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
05.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
05.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
06.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
06.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
06.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
06.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
06.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
06.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
06.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
06.05.2019, 22:30 ,Αίθουσα 2,2d,280,2
06.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,307,2
07.05.2019, 19:00 ,Αίθουσα 2,2d,270,12
07.05.2019, 20:00 ,Αίθουσα 3,2d,270,13
07.05.2019, 20:45 ,Αίθουσα 7,2d,233,8
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,305,4
07.05.2019, 22:00 ,Αίθουσα 6,2d,196,2
07.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
07.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
08.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
08.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
08.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
