Date,hour,screening_hall,screening_mode,free,sold
04.05.2019, 19:00 ,Αίθουσα 2,2d,105,177
04.05.2019, 20:00 ,Αίθουσα 3,2d,231,52
04.05.2019, 20:45 ,Αίθουσα 7,2d,195,46
04.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,132,177
04.05.2019, 22:00 ,Αίθουσα 6,2d,189,9
04.05.2019, 22:30 ,Αίθουσα 2,2d,272,10
04.05.2019, 23:00 ,Αίθουσα 4,2d,181,4
04.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
05.05.2019, 12:00 ,Αίθουσα 3,2d,279,4
05.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,300,9
05.05.2019, 15:00 ,Αίθουσα 2,2d,278,4
05.05.2019, 16:00 ,Αίθουσα 3,2d,274,9
05.05.2019, 17:00 ,Αίθουσα 7,2d,222,19
05.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,242,67
05.05.2019, 19:00 ,Αίθουσα 2,2d,244,38
05.05.2019, 20:00 ,Αίθουσα 3,2d,278,5
05.05.2019, 20:45 ,Αίθουσα 7,2d,234,7
05.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,265,44
05.05.2019, 22:00 ,Αίθουσα 6,2d,195,3
05.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
05.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
06.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
06.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,306,3
06.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
06.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
06.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
06.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,296,13
06.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
06.05.2019, 22:30 ,Αίθουσα 2,2d,280,2
06.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 17:00 ,Αίθουσα 7,2d,235,6
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,286,23
07.05.2019, 19:00 ,Αίθουσα 2,2d,244,38
07.05.2019, 20:00 ,Αίθουσα 3,2d,220,63
07.05.2019, 20:45 ,Αίθουσα 7,2d,218,23
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,235,74
07.05.2019, 22:00 ,Αίθουσα 6,2d,189,9
07.05.2019, 22:30 ,Αίθουσα 2,2d,275,7
07.05.2019, 23:00 ,Αίθουσα 4,2d,179,6
07.05.2019, 23:30 ,Αίθουσα 3,2d,281,2
08.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
08.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
08.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,304,5
08.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
