Date,hour,screening_hall,screening_mode,free,sold
03.05.2019, 15:00 ,Αίθουσα 2,2d,259,23
03.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
03.05.2019, 17:00 ,Αίθουσα 7,2d,229,12
03.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,255,54
03.05.2019, 19:00 ,Αίθουσα 2,2d,235,47
03.05.2019, 20:00 ,Αίθουσα 3,2d,248,35
03.05.2019, 20:45 ,Αίθουσα 7,2d,205,36
03.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,183,126
03.05.2019, 22:00 ,Αίθουσα 6,2d,189,9
03.05.2019, 22:30 ,Αίθουσα 2,2d,268,14
03.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
03.05.2019, 23:30 ,Αίθουσα 3,2d,281,2
04.05.2019, 12:00 ,Αίθουσα 3,2d,279,4
04.05.2019, 12:55 ,Αίθουσα 7,2d,241,0
04.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,305,4
04.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 17:00 ,Αίθουσα 7,2d,234,7
04.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,281,28
04.05.2019, 19:00 ,Αίθουσα 2,2d,277,5
04.05.2019, 20:00 ,Αίθουσα 3,2d,274,9
04.05.2019, 20:45 ,Αίθουσα 7,2d,233,8
04.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,238,71
04.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
04.05.2019, 22:30 ,Αίθουσα 2,2d,276,6
04.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
04.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
05.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,307,2
05.05.2019, 15:00 ,Αίθουσα 2,2d,278,4
05.05.2019, 16:00 ,Αίθουσα 3,2d,274,9
05.05.2019, 17:00 ,Αίθουσα 7,2d,235,6
05.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,285,24
05.05.2019, 19:00 ,Αίθουσα 2,2d,263,19
05.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
05.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
05.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,284,25
05.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
05.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
05.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
06.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
06.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,306,3
06.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
06.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
06.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
06.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,306,3
06.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
06.05.2019, 22:30 ,Αίθουσα 2,2d,280,2
06.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 17:00 ,Αίθουσα 7,2d,238,3
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,301,8
07.05.2019, 19:00 ,Αίθουσα 2,2d,252,30
07.05.2019, 20:00 ,Αίθουσα 3,2d,225,58
07.05.2019, 20:45 ,Αίθουσα 7,2d,231,10
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,266,43
07.05.2019, 22:00 ,Αίθουσα 6,2d,189,9
07.05.2019, 22:30 ,Αίθουσα 2,2d,275,7
07.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 23:30 ,Αίθουσα 3,2d,281,2
08.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
08.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
08.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,307,2
08.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
