Date,hour,screening_hall,screening_mode,free,sold
06.05.2019, 17:00 ,Αίθουσα 7,2d,239,2
06.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,297,12
06.05.2019, 19:00 ,Αίθουσα 2,2d,279,3
06.05.2019, 20:00 ,Αίθουσα 3,2d,275,8
06.05.2019, 20:45 ,Αίθουσα 7,2d,239,2
06.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,273,36
06.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
06.05.2019, 22:30 ,Αίθουσα 2,2d,280,2
06.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 17:00 ,Αίθουσα 7,2d,230,11
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,280,29
07.05.2019, 19:00 ,Αίθουσα 2,2d,204,78
07.05.2019, 20:00 ,Αίθουσα 3,2d,204,79
07.05.2019, 20:45 ,Αίθουσα 7,2d,196,45
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,201,108
07.05.2019, 22:00 ,Αίθουσα 6,2d,176,22
07.05.2019, 22:30 ,Αίθουσα 2,2d,261,21
07.05.2019, 23:00 ,Αίθουσα 4,2d,176,9
07.05.2019, 23:30 ,Αίθουσα 3,2d,279,4
08.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
08.05.2019, 20:00 ,Αίθουσα 3,2d,281,2
08.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,296,13
08.05.2019, 22:00 ,Αίθουσα 6,2d,196,2
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
