Date,hour,screening_hall,screening_mode,free,sold
03.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
03.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
03.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
03.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,302,7
03.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
03.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
03.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
03.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
04.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 12:55 ,Αίθουσα 7,2d,241,0
04.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
04.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
04.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
04.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
04.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
04.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
04.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
04.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
04.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
04.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
04.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
05.05.2019, 12:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 13:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 14:00 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 15:00 ,Αίθουσα 2,2d,282,0
05.05.2019, 16:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
05.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
05.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
05.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
05.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
05.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
05.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
05.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
06.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
06.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
06.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
06.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
06.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
06.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
06.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
06.05.2019, 22:30 ,Αίθουσα 2,2d,280,2
06.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
07.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
07.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
07.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
07.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
07.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
07.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
07.05.2019, 23:30 ,Αίθουσα 3,2d,283,0
08.05.2019, 17:00 ,Αίθουσα 7,2d,241,0
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 19:00 ,Αίθουσα 2,2d,282,0
08.05.2019, 20:00 ,Αίθουσα 3,2d,283,0
08.05.2019, 20:45 ,Αίθουσα 7,2d,241,0
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,309,0
08.05.2019, 22:00 ,Αίθουσα 6,2d,198,0
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
