Date,hour,screening_hall,screening_mode,free,sold
07.05.2019, 17:00 ,Αίθουσα 7,2d,165,76
07.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,228,81
07.05.2019, 19:00 ,Αίθουσα 2,2d,132,150
07.05.2019, 20:00 ,Αίθουσα 3,2d,128,155
07.05.2019, 20:45 ,Αίθουσα 7,2d,103,138
07.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,133,176
07.05.2019, 22:00 ,Αίθουσα 6,2d,129,69
07.05.2019, 22:30 ,Αίθουσα 2,2d,239,43
07.05.2019, 23:00 ,Αίθουσα 4,2d,172,13
07.05.2019, 23:30 ,Αίθουσα 3,2d,268,15
08.05.2019, 17:00 ,Αίθουσα 7,2d,239,2
08.05.2019, 18:00 ,Αίθουσα 1,IMAX 3D,298,11
08.05.2019, 19:00 ,Αίθουσα 2,2d,280,2
08.05.2019, 20:00 ,Αίθουσα 3,2d,278,5
08.05.2019, 20:45 ,Αίθουσα 7,2d,233,8
08.05.2019, 21:35 ,Αίθουσα 1,IMAX 3D,288,21
08.05.2019, 22:00 ,Αίθουσα 6,2d,194,4
08.05.2019, 22:30 ,Αίθουσα 2,2d,282,0
08.05.2019, 23:00 ,Αίθουσα 4,2d,185,0
